11/05/17,1006,Iniciante,1
11/05/17,1005,Iniciante,1
11/05/17,1001,Iniciante,1
11/05/17,1004,Iniciante,1
11/05/17,1003,Iniciante,1
11/05/17,1007,Iniciante,1
11/05/17,1002,Iniciante,1
12/05/17,1014,Iniciante,1
12/05/17,1015,Iniciante,1
12/05/17,1008,Iniciante,1
12/05/17,1016,Iniciante,1
12/05/17,1011,Iniciante,1
12/05/17,1009,Iniciante,1
12/05/17,1016,Iniciante,1
12/05/17,1013,Iniciante,1
14/05/17,1018,Iniciante,1
14/05/17,1017,Iniciante,1
14/05/17,1036,Iniciante,1
14/05/17,1020,Iniciante,1
14/05/17,1040,Iniciante,1
14/05/17,1041,Iniciante,1
14/05/17,1037,Iniciante,1
14/05/17,1019,Iniciante,1
14/05/17,1038,Iniciante,1
14/05/17,1041,Iniciante,1
14/05/17,1021,Iniciante,1
15/05/17,1059,Iniciante,1
15/05/17,1065,Iniciante,1
15/05/17,1050,Iniciante,1
15/05/17,1048,Iniciante,1
15/05/17,1045,Iniciante,1
15/05/17,1059,Iniciante,1
15/05/17,1051,Iniciante,1
15/05/17,1046,Iniciante,1
15/05/17,1044,Iniciante,1
15/05/17,1052,Iniciante,1
15/05/17,1045,Iniciante,1
15/05/17,1047,Iniciante,1
15/05/17,1051,Iniciante,1
15/05/17,1046,Iniciante,1
15/05/17,1060,Iniciante,1
15/05/17,1050,Iniciante,1
15/05/17,1113,Iniciante,1
15/05/17,1042,Iniciante,1
15/05/17,1067,Iniciante,1
15/05/17,1043,Iniciante,1
16/05/17,1064,Iniciante,1
16/05/17,1114,Iniciante,1
16/05/17,1096,Iniciante,1
16/05/17,1115,Iniciante,1
16/05/17,1071,Iniciante,1
16/05/17,1094,Iniciante,1
16/05/17,1101,Iniciante,1
16/05/17,1117,Iniciante,1
16/05/17,1132,Iniciante,1
16/05/17,1078,Iniciante,1
16/05/17,1096,Iniciante,1
16/05/17,1072,Iniciante,1
16/05/17,1095,Iniciante,1
16/05/17,1097,Iniciante,1
16/05/17,1074,Iniciante,1
16/05/17,1098,Iniciante,1
16/05/17,1133,Iniciante,1
16/05/17,1066,Iniciante,1
16/05/17,1070,Iniciante,1
16/05/17,1080,Iniciante,1
16/05/17,1073,Iniciante,1
16/05/17,1075,Iniciante,1
16/05/17,1118,Iniciante,1
16/05/17,1079,Iniciante,1
16/05/17,1099,Iniciante,1
17/05/17,1149,Iniciante,1
17/05/17,1134,Iniciante,1
17/05/17,1143,Iniciante,1
17/05/17,1150,Iniciante,1
17/05/17,1146,Iniciante,1
17/05/17,1131,Iniciante,1
17/05/17,1145,Iniciante,1
18/05/17,1789,Iniciante,1
18/05/17,1039,Geometria Computacional,2
18/05/17,2518,Geometria Computacional,1
18/05/17,1151,Iniciante,1
18/05/17,2006,Iniciante,1
18/05/17,1157,Iniciante,1
18/05/17,1154,Iniciante,1
18/05/17,1156,Iniciante,1
18/05/17,1164,Iniciante,1
18/05/17,2172,Iniciante,1
18/05/17,1158,Iniciante,1
18/05/17,1155,Iniciante,1
18/05/17,1159,Iniciante,1
18/05/17,1153,Iniciante,1
19/05/17,1760,Matemática,1
19/05/17,1161,Matemática,1
19/05/17,2516,Matemática,1
19/05/17,1169,Matemática,1
19/05/17,1198,Matemática,1
19/05/17,1805,Matemática,1
20/05/17,2231,Ad-Hoc,5
20/05/17,2188,Ad-Hoc,5
21/05/17,2229,Ad-Hoc,5
21/05/17,1173,Iniciante,1
21/05/17,2229,Ad-Hoc,5
21/05/17,1172,Iniciante,1
25/05/17,1176,Iniciante,1
25/05/17,1176,Iniciante,1
25/05/17,1049,Iniciante,1
25/05/17,1174,Iniciante,1
25/05/17,1175,Iniciante,1
25/05/17,1178,Iniciante,1
25/05/17,1177,Iniciante,1
26/05/17,1865,Iniciante,1
26/05/17,1180,Iniciante,1
26/05/17,1182,Iniciante,1
26/05/17,1061,Iniciante,1
26/05/17,1181,Iniciante,1
26/05/17,1179,Iniciante,1
27/05/17,1184,Iniciante,1
27/05/17,1185,Iniciante,1
27/05/17,1183,Iniciante,1
27/05/17,1186,Iniciante,1
29/05/17,1116,Iniciante,1
29/05/17,2523,Iniciante,1
29/05/17,1160,Iniciante,2
29/05/17,1165,Iniciante,1
29/05/17,2483,Iniciante,1
29/05/17,1144,Iniciante,1
29/05/17,1142,Iniciante,1
31/05/17,1190,Iniciante,1
31/05/17,1187,Iniciante,1
31/05/17,1189,Iniciante,1
31/05/17,1188,Iniciante,1
01/06/17,1557,Iniciante,1
